ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,1.1424744555880596e-26,,,,,,,2.5452466964575498e-11
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,8.56218811253478e+18,,,,8.752930930830095e+25,2664140887043961.5,,3.346094819798744e+20,,,,80279.23757968633,20171648243958.625,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,62839120165364.48,2.988558465477516e-21,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3.753555245006451e-16,1.591365374576294e-14,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,5.393889263400844e+19,,,,,,1.2456520890689645e-05,,,15098272.441384515,19310510572.482685,,9.792400738693071e+23,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,6.623274310900564e-08,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,5.178526980146198e-11,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,5.638286625243592e-73,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.7735884435580584e+72,,6.231042479739807e-152,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,1.604867890487817e+151,,,3.3864161183477345e+56,,,,5.242392013656356e-15,,,,,,3.41383304812219e-05,,25975574607307.324,,40524997.38105665,
"$\hat{S}_{x,z}$",,,,2.467612744294583e-08,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,2.9529743689263736e-57,,,6.848780526370018e-75,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.1758041308060785e-29,9.90160371516498e-21,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.4601139518921315e+74,,323705.67632320104,4.596001937129912e+28,1.1798786844443685e-28,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.089226025809813e-06,,1.0099374088951185e+20,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.599765006258863e-43,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,190752617773530.53,,,8.475447630202104e+27,,,,6.250918079140599e+42,2.9379217269730775e+31,,,,4887233368339700.0,,3258537507853.3403,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,3.4037666518443765e-32,,,,,60784.46745467992,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.6451571295670007e-05,4.622851052241008,3577961.5038110474,,4.895497689959289e-10,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,46021198.14075384,0.21631672504681554,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.172911702432308e-08,,2.794887532844764e-07,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,29292.586541396893,,,,,,2.0461474307287313e-16,,,,,2042693232.2958894,,14849129117.505571,0.0005460145047010241,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,6.734401674917787e-11,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,3.849770467517145e-14,,,,,,3.0688614066584125e-13,,,,,,1831.4531782403114,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.0729357994335939e-72,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,9.320222146822793e+71,,,,,,,,,,,,,,,,,,3.4312368401242336e-132,
"$\hat{S}_{x,z}$",,,2.914400977240013e+131,8.180416141201583e+19,,2.2959435133706056e-05,1.1509440750020585e-66,,,,,,,,,,2.498758927943834e-41,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.2224316987535486e-20,
"$\hat{S}_{x,y,z}$",,,,,,,2.274327145714658e-49,,,,,,,,,,,,,43555.078518980205,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.853298177518716e-11,,61469330636918.9,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.243296672057423e-10,1.626827540886533e-14,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.3969048247268383e+48,,25951793864.131683,4457725152.700634,,3.6009662809665544e+36,,,,,,21.473382727813718,,,8.68851946605843e+65,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.00014460639018099773,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,2.777032390682605e-37,,,6915.3237194313615,,4.453064021388347e+16,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.24564478569573e-17,,,,8.998797788147126e-44,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,344.9773213076534,,1.7613350921261512e-13,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,1.1112595521561357e+43,59.53571467470102,5677511363228.874,,,2.1804297169555293e-15,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.002898741274381316,0.016796640562121913,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,0.04656928126674402,,,,,,,,458625193109306.44,504665874.20059013,,3.2947145222699925e+30,,4.0019867015457744e+40,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,1.9815090560344263e-09,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.0351643313576677e-31,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,31372045.2152205,3.430701072645577e-108,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,3.1875511881349667e-08,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,2.914856114901472e+107,,,1.3175671391796476e+52,9.706485392024532e-10,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,7.589746057439066e-53,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1030239020.2139117,,,7.320492093298322e-59,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,8.037702261497868e-19,,16534.24397529504,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.3660283861456092e+58,,1.2441366543149916e+18,29911372396.340343,,0.03611965858638448,7.061970991374703e-07,,,,,0.03262525391790091,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.3432100230959314e-11,6.048053975096589e-05,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,3.1734172407171723e-16,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,27.68575449317663,,,3151177182657539.0,,1.591398133868741e-22,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,1416035.2700703137,,,,6.283782660778715e+21,,,,26844989586203.0,,27684404872609.695,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,7.808451968642431e-18,,1.1134966110696208e-23,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,3.725089915899802e-14,2166.1939676627494,8.980718846008913e+22,,,1.846446708405819e-12,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.2806635732868046e+17,0.00046163917679032523,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,1.7475369779120154e-30,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,30.65110244096269,,,,,3.612141942734614e-14,,,541580753697.12555,5.7223395707186446e+29,,1.5521655488654593e+23,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,6.442611748024819e-24,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,2.0407604298615195e+36,,3.490956417468998e-80,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,4.900134211578462e-37,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,2.864544498452996e+79,,5269.634971273208,,9.10202170857582e-14,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,0.00018976646493568943,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,10986570149111.066,,2.3054590298757046e-85,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.337530995091739e+84,,3038258733500.102,2.2459970863658274e+46,,250598637412.6941,,,,,,1.094281830143506e+25,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,4.452365526520191e-47,3.3470224476605874e-40,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.2913589253407353e-13,,2.987730185971574e+39,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.7491232672483008e-05,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,3.990444682080082e-12,,,57171.499500614824,,334416174083215.56,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.9902859894305283e-15,,,,0.024153631988367667,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,106809270602673.6,,3.3514563540677326e-13,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,9.362483184816062e-15,9.063579107908319e-09,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,41.401640982258805,110331689.9531954,2983777481649.9673,,,3.1859169344842226e-25,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,9.138413637635363e-26,,,,,,,,3.138813787566288e+24,6.360192252480055e+29,,204901206.02816617,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,1.572279516566604e-30,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,4.880400752070428e-09,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.6614695493570504e-17,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.1452462349302024e+16,,5.674176370569248e-104,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,1.762370315429017e+103,,,8.588359685268174e+30,,,,,,64278076655704.89,,,,,6.610946896930817e-24,,,16966.056594282152,
"$\hat{S}_{x,z}$",,,,5.8941215623259025e-05,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.1643666970717641e-31,,,2.475256110620306e-50,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.03998598653857e+49,,2.207945820559517e+66,4.350017172784061e+54,5.578005500029606e-20,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.2988414994232963e-55,2921849311.3108788,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.529096641268985e-67,,3.4224899830695e-10,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,1.7927554929709058e+19,,,,9.933861700399874e+28,1.321560132722375e-06,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.0066578639400086e-29,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,1.555740389303087e-14,,,,,,756681.4216315903,,,,49076301.21902244,,,5.237503000553874e-10,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,6.261498192865492e-45,7.88686918547508e-29,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.2679302477105345e+28,4.120785055664942e-17,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,2.0376433740128537e-08,1.5970618679398887e+44,,2.4267220602182976e+16,,3.2202088788289166e-13,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,1.51264261472779e+23,,,,,,,,1909306782.0567331,,3105388618031.7188,,,,7.113616265650895e+30,2.5999192207110813e+36,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,3.846273345856102e-37,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.4057547703671364e-31,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,102967.30983140873,2.2596051911773562e-70,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,9.711820204269958e-06,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,4.425551879171223e+69,,,1.3812948481074586e+27,3.1137207894107815e-39,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,7.239583940895177e-28,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3.211591750297023e+38,,,7.027044870942085e-45,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.423073309429337e+44,,1.5302208723618666e+19,2.427789752517149e+27,417028612219.3689,,,,2.816095236017047e-06,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,4.118972818643761e-28,8.454632069252434e-06,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.53500431252463e-20,,118278.3581602293,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,2.397917003051991e-12,,,,152733488.89744973,2569011833975.176,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,6.5473525630743156e-09,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,3.892547269634971e-13,,,,2.4577630678415324e-35,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.2509279134415204e-31,612.1497194531353,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,355101.62696569634,,,,,4.068740445669665e+34,7.994065759143755e+30,,1.478207057395709e+19,,1849863.3322272731,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.0016335872879160204,6.764952142508306e-20,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,5.405804756376135e-07,,,,5167512433.851275,74186.71192775595,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,1.3479502919253435e-05,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.9351670901635623e-10,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.2318757042558556e-52,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.3630183632150008e+51,,2.2803319339188765e-121,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,4.3853264742972954e+120,,,2.3540429404285202e+69,,,,,,,,,,5.6405365764401255e-14,,,,5.944773627708756e+61,0.018692766973068032
"$\hat{S}_{x,z}$",,,,1.6821498388752299e-62,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,4.2480108702603535e-70,,,,2.15994801194474e-62,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,0.11038339883790124,2.9363219498523995e+77,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.4056211038107287e-78,3.293639205548643e-40,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,4.6297410607565306e+61,9.059333292214589,,3.036155260464916e+39,,,,,,,,,,,,1.8964238914605691e-22
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,53.496627943887034,,,,5.273082692655964e+21,,3343241.6043095374,,1.248501101137748e+36,,,,0.645212541966911,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,,2.9911089844986683e-07
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,3.0968945247813415e-08,,,,,,8.009604469621283e-37
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,317614346.4447516,,8.512825307465073e-10,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3.1484723885857214e-09,2.3619971108655203e-19,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,32290411.95940006,4.2337054325759283e+18,1174698133.5598173,,6.882593380198556e-17,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,0.9737475177317829,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,17728809776305.42,,,,,,,,,,,1.4529406936592134e+16,,1.026960255908399,4.588911256867938e+26,,,1.5498768777053373
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.1791661333684806e-27,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,4.696980150601717e-16,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2129027519675365.8,,,,,,,,,,,,,,,,,,3.765645053448872e-150,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.1072615413524898e-26,
"$\hat{S}_{x,z}$",,,2.6555875176926776e+149,9.031289922510333e+25,,6.511241840349878e+51,,,,,4.337552335150172e-53,,,,,,2.8103199519864756e-20,,,,
"$\hat{S}_{x,y,z}$",,,,,,,3.33844209678977e-98,,,,,,,,,,,,,1.5358053417752726e-52,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,7.219490617093367e-32,,7.621520408540287e+20,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.4353331416588504e-60,1.3120741615799533e-21,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,2.995409148960814e+97,,1.3851392751066545e+31,6.967023689317694e+59,,1.3953262633801286e-20,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,7.166782610237231e+19,,,3.263360677821066e+31,,3.034595100524543e+27,,,,,1.28094796224313e+61,,,2.3054476873888338e+52,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,3.064325702017395e-32,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,3.2953325464314684e-28,,,,33099806342.000546,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.9596815523126405e+18,,9.655085449071275e-06,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,3.021165712172442e-11,8587952169794635.0,103572.36145395173,,,0.49979275234214465,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,5.102869896488487e-19,1.1644219485958236e-16,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,7.8067183794793e-62,,,,2.0008293343866397,4.75817504742703,,3.6736321365727925e+34,,3.5583137047906222e+19,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,0.2101646093370918,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,2.7221016226543594e-35,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.4441924751078183e+79,2.4485913719668895e-81,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.924284797463327e-80,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,4.083980738675584e+80,,,1.757095209494283e+45,4.992427961548607e-31,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,5.691211236571604e-46,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,2.0030334091987758e+30,,,5.0393277877493123e-45,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.0427147917411913e-16,,993583280417.5784,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,9.939548210242142e-22,1.006458159782766e-12,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.9843916532498964e+44,,4895446021358710.0,1.0060819454243972e+21,,6.6408424935391554e-18,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,1.50583303394546e+17,,,58294132471407.87,,3.6584667298113286e+25,5.907691065052008e+20,,,,,,1.0861736932468429e+39,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.7154385143144217e-14,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,2.733385524190816e-26,,1.6744418010883675e-09,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,1.6927086893823492e-21,597213948.7619169,,965759.6531835147,1011073492584890.8,,,,3152.3185809287106,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,9.890477866682268e-16,11998198.94779288,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.0354543148531997e-06,,8.334584251780174e-08,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,9.206630635757267e-40,,0.00031722682029980236,,,65239371251.558395,,28390956423165.51,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,1.5328167344594275e-11,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,3.5222483705552557e-14,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.5254732568737232e-66,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,6.555342714098978e+65,,4.055024580278618e-69,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,2.1509754414370243e-30,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,2.466076296709626e+68,,,1.811601599435168e-66,,,,,,,,,,,,,,4.6490535444324725e+29,
"$\hat{S}_{x,y,z}$",,,,5.519977462549084e+65,,,0.11658168506292266,,,0.4461639478645009,,,11.589689277042414,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,6.708539152186165e-33,30977782.796075366,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,8.57767666902627,,3.1754991301558115e+42,1.4906374954584889e+32,326.6809626436039,,,8.818120336842371e-23,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.1491112389343757e-43,,3.2281199935545154e-08,,,,,,,,,,,,
